gene,meanTumor,meanControl,log2FC,pvalue
MUG2,0.0,0.0,0.0,1.0
E130008D07RIK,0.045033744090544926,0.00522837560949724,0.03980536848104769,0.0006178121937692885
OLFR286,0.0,0.0,0.0,1.0
OLFR124,0.0,0.0,0.0,1.0
TESK2,2.4380379413976145,2.73961921347246,-0.3015812720748454,0.0008174329959054314
CELF6,0.006472782319179205,0.0,0.006472782319179205,0.18693682320068217
MBD6,4.387918715844095,4.516798338226073,-0.12887962238197748,0.4512839335280894
GM37065,7.133402388490979,7.46523167541645,-0.33182928692547087,0.009997118963459214
CIITA,0.0808140381723997,0.08499768845711807,-0.004183650284718371,0.8600222822931256
ZFP524,3.183301696400285,3.2989725321023884,-0.11567083570210324,0.4179557095917188
PCDH11X,2.687694160867913,2.4206331586291485,0.2670610022387643,0.0001489684210471037
OLFR298,0.011586550414752421,0.0,0.011586550414752421,0.38928314247621143
KCNK12,0.0,0.0,0.0,1.0
PDE6B,0.0,0.0,0.0,1.0
NYNRIN,0.012420241902427846,0.0046601656114799005,0.007760076290947946,0.34415542513533026
CEP152,3.1760346494978955,3.6925885599675157,-0.5165539104696202,0.0010510097424704602
NKX2-3,0.0,0.006621441161753809,-0.006621441161753809,0.2966650369240991
CHODL,0.0,0.0,0.0,1.0
ASAH1,6.2985832339139805,5.931183680745432,0.3673995531685481,0.005755382992720499
GNPDA1,4.594634925380178,4.823789216306475,-0.2291542909262967,0.1939535049001748
NRG4,1.412175812181733,0.7951921779413424,0.6169836342403905,6.496513460673807e-06
SOCS3,4.704714795809759,4.044314296693547,0.6604004991162116,0.0004029627972357441
BBOF1,1.0621436043747268,1.7240149836771868,-0.66187137930246,0.0015535325140971694
ACSS2,3.0606248282442965,0.6402178250304322,2.4204070032138643,8.262451187319378e-10
POT1A,4.79725729879188,4.872340581558378,-0.07508328276649756,0.340021037253713
GM1673,0.03037655527060115,0.08313485748705574,-0.05275830221645458,0.5370593676557107
GM15772,0.0,0.0,0.0,1.0
DCLK2,1.9163470710733173,3.027847933261486,-1.1115008621881686,1.6037794375075403e-07
ALB,0.004859456800608741,0.0,0.004859456800608741,0.38928314247621143
USH1C,0.0,0.0,0.0,1.0
IRX4,0.0,0.0,0.0,1.0
2210408I21RIK,1.0469404143792989,0.8999050435261214,0.14703537085317742,0.023711986557338315
ZBTB17,3.9582558417415257,3.949761780155103,0.008494061586422852,0.8763898954418663
SUMO3,6.351836164505983,6.483255764171735,-0.13141959966575278,0.1441912538251977
MTUS1,0.00105333906559752,0.0,0.00105333906559752,0.38928314247621143
OLFR843,0.0,0.0,0.0,1.0
ORM3,0.0,0.0,0.0,1.0
GM5893,0.0,0.0,0.0,1.0
RIOK2,5.172223168369862,5.460998374834911,-0.28877520646504884,0.0015669419545407553
STX8,2.871455816775524,2.740887376740031,0.13056844003549317,0.281038485018856
TUT7,5.562451092438913,5.357396723774306,0.2050543686646069,0.1564536709927015
OLFR644,0.0,0.0,0.0,1.0
RBM6,6.330617308189677,6.50550805713964,-0.17489074894996381,0.06910259284870346
A930009A15RIK,0.0,0.0,0.0,1.0
IQCH,0.00759274238086886,0.0035856373911821206,0.00400710498968674,0.6665456708682465
NCAPG,5.98984490863333,6.728516602006112,-0.7386716933727815,0.01858338532270728
HIST1H2BE,1.719775042925212,1.961031971596951,-0.24125692867173898,0.12182454254341768
CENPL,4.049702441888733,4.4819578721046005,-0.4322554302158679,0.05878080957025498
GM19897,0.041925464062411155,0.018553684777582617,0.023371779284828538,0.38857161286918807
1700047E10RIK,0.0,0.0,0.0,1.0
ESP1,0.0,0.0,0.0,1.0
HSPB3,0.0,0.0,0.0,1.0
GPD1,0.2641270237547084,0.2137501659896594,0.05037685776504902,0.2984530296436109
OLFR1000,0.0,0.0,0.0,1.0
V1RA8,0.0,0.0,0.0,1.0
AMT,0.47008662529649126,0.4782755336344892,-0.008188908337997958,0.910165907711691
OLFR1032,0.0,0.0,0.0,1.0
IL10,0.0072455167476312326,0.0,0.0072455167476312326,0.38928314247621143
LY6A,6.194058336594996,4.948621860571004,1.2454364760239924,5.3355271470864465e-05
OLFR827,0.0,0.0,0.0,1.0
HOXB2,0.019524174703449075,0.0,0.019524174703449075,0.22353076046781484
AHSG,0.026927201841296627,0.0,0.026927201841296627,0.019272128017140965
NKX1-1,0.0,0.0,0.0,1.0
HMGN5,6.998897574507564,7.898383150821763,-0.8994855763141993,0.011838481270510697
COQ8B,3.0470474388759343,3.2151705380888727,-0.16812309921293833,0.1968785026941278
CEBPG,5.412606441960162,5.375291843316411,0.03731459864375086,0.6242234178712898
ACTR6,4.231912059121332,4.350144737623775,-0.11823267850244257,0.21783605539682843
GM17750,0.0,0.0,0.0,1.0
SLC22A14,0.003897936758310051,0.0063272452836911795,-0.0024293085253811286,0.7419940626942996
ANKRD24,1.2413624864200352,1.4258199180881264,-0.18445743166809114,0.17920216874786019
ARID3C,0.005971074663594942,0.035184422671137104,-0.02921334800754216,0.08926647484798826
OLFR1247,0.0,0.0,0.0,1.0
UBE2DNL1,0.0,0.0,0.0,1.0
OLFR1509,0.0,0.026826402886905642,-0.026826402886905642,0.2966650369240991
FCGR1,0.08216246844360707,0.47219983418605277,-0.3900373657424457,2.5996798053396997e-05
2900057B20RIK,0.0,0.0,0.0,1.0
SLC35F4,0.051538744704616224,0.08266404569464332,-0.031125300990027097,0.4267123701529788
9130024F11RIK,0.0,0.1686475291428717,-0.1686475291428717,1.6658859408154893e-05
CGGBP1,6.740446054952337,6.826264519541172,-0.08581846458883469,0.03535336899016401
RBP2,0.3840406330929824,1.495478537962794,-1.1114379048698115,1.1938858474423779e-05
KRT83,0.0,0.0,0.0,1.0
CYBRD1,0.029910544218761038,0.03146293268109644,-0.0015523884623354044,0.8487256540209227
GLIPR2,5.739614215904076,5.274286031170879,0.46532818473319715,0.10327588141810379
LRMP,9.077773553075751,9.226589985803669,-0.14881643272791756,0.23151307398039547
FGF6,0.0,0.0,0.0,1.0
PBP2,0.0,0.0,0.0,1.0
DMRTC1C2,0.0,0.0,0.0,1.0
TXNDC16,5.69817626134146,5.031567050806414,0.6666092105350456,2.7649278065630592e-05
RPL10A,10.387048959497779,10.150975967855382,0.2360729916423967,0.026153333090289433
ALX3,0.009521848078594035,0.0,0.009521848078594035,0.18804762300004585
SPEM1,0.0,0.0,0.0,1.0
DTWD1,3.8427605476142026,3.819815899016106,0.022944648598096418,0.7886948609205928
VMN1R39,0.0,0.0,0.0,1.0
ASIC2,0.0,0.0,0.0,1.0
VMN1R205,0.0,0.0,0.0,1.0
TMEM165,6.255872855972902,6.190621932788649,0.0652509231842533,0.18604960381374078
CACNA2D4,2.4803952700116025,0.2701115804100569,2.2102836896015456,1.8791279017097914e-06
STMN1-RS1,0.4371973583142847,0.7259206923893373,-0.28872333407505263,0.0053755330442729
OLFR284,0.0,0.0,0.0,1.0
SLF2,4.946410002558237,5.099476062901111,-0.15306606034287373,0.02791113316300904
GPATCH11,3.1068130205916353,3.3636609278398653,-0.2568479072482299,0.026710537969759973
RNF165,0.001601124530353754,0.0,0.001601124530353754,0.38928314247621143
ITGA2B,0.40850426709122417,0.1680025159229062,0.24050175116831798,0.0007180149422004732
RNF44,6.090695271650176,5.902013032089824,0.18868223956035202,0.018803189235160077
THRAP3,7.676035696483833,7.768556229560794,-0.09252053307696073,0.4938596603153579
PCP2,0.0,0.0,0.0,1.0
RCSD1,7.274929961461037,7.220502922745441,0.05442703871559651,0.3295730554783445
OBOX3,0.0,0.0,0.0,1.0
SMPD4,4.8144052992450055,5.350407479943642,-0.5360021806986364,0.025181221744299646
NDUFS2,7.716878964008992,7.64506347411144,0.07181548989755182,0.05922767251777666
GPR21,0.16083884737992996,0.10613138690158146,0.0547074604783485,0.177895122187195
VMN1R223,0.0,0.0,0.0,1.0
MIB1,5.4220588912986045,5.50236153112738,-0.08030263982877539,0.147695773648853
DEFB22,0.0,0.0,0.0,1.0
FGF10,0.0,0.0,0.0,1.0
CREG1,4.161584896539268,4.364074593191636,-0.2024896966523677,0.03808254728458591
BTBD9,3.4353843388243046,3.5128858982201288,-0.07750155939582415,0.07953522542255322
PACSIN1,0.9016020931410927,0.17286301318424033,0.7287390799568524,3.524647058187205e-07
ROGDI,5.072592068537473,2.9474498405811658,2.125142227956307,8.21180876293561e-09
GNB3,0.0,0.0,0.0,1.0
COLEC10,0.0,0.00298992031720824,-0.00298992031720824,0.2966650369240991
4933412E24RIK,0.0,0.0,0.0,1.0
LOC101055864,0.0,0.0,0.0,1.0
GM35725,0.006414662118437986,0.0,0.006414662118437986,0.18806016222147529
ADK,6.233095043530938,6.32441302734468,-0.09131798381374256,0.6562255345862229
MFSD6L,0.4582546756839334,0.5922569693104135,-0.13400229362648008,0.19344710901638656
A730046J19RIK,0.0,0.0,0.0,1.0
1700001L05RIK,0.631501452877442,1.006077095939863,-0.3745756430624211,0.00022936416867759348
OLFR898,0.0,0.0,0.0,1.0
KCNK16,0.0,0.0,0.0,1.0
A530064D06RIK,0.15932625998206051,0.06698929721891793,0.09233696276314259,0.07398888222186539
GM28881,0.0,0.0,0.0,1.0
MCPT2,0.0,0.0,0.0,1.0
OLFR1284,0.0,0.0,0.0,1.0
ABCA9,0.044194427024532114,0.006006741513381417,0.0381876855111507,0.002843992393639446
IFT172,3.526362198154851,3.72499083038394,-0.1986286322290889,0.24592915550073505
FAM47C,0.0,0.0,0.0,1.0
NUDT11,0.0,0.0,0.0,1.0
PPP2R3D,2.4168267272584942,2.4183257030657486,-0.0014989758072543324,0.9845494447312907
OLFR1080,0.0,0.0,0.0,1.0
FAHD1,3.48906910660981,3.3593033705265967,0.1297657360832134,0.056779670260443296
FAM205A1,0.0,0.0,0.0,1.0
TMEM217,0.017159640054952296,0.0,0.017159640054952296,0.38928314247621143
GULP1,0.0,0.0,0.0,1.0
OGG1,4.05429628553586,3.9679585220243987,0.08633776351146105,0.09977267350013341
MEN1,5.7073219424221575,6.128326796607574,-0.42100485418541655,8.703731228591498e-05
CYP2J9,0.0,0.8598355003682077,-0.8598355003682077,2.8079797154375664e-07
GHR,1.108407503050661,0.023602812204150336,1.0848046908465108,1.209143075134782e-06
DDX28,3.8731146011523605,3.674192206227894,0.1989223949244665,0.009102052640324411
VMN2R107,0.0,0.0,0.0,1.0
AI427809,0.0,0.0,0.0,1.0
FBXO9,4.246509599889153,4.387641557648462,-0.14113195775930887,0.06901176459332477
ZFHX2OS,0.005064802183567454,0.015855136279880996,-0.010790334096313543,0.35057722353676823
H19,4.389872864337778,0.03990479217240043,4.349968072165377,1.460187519708375e-06
MBOAT2,2.9667941885914466,0.014176780088179122,2.9526174085032677,1.2884357164347829e-11
LRP1,0.0945479732337162,0.06688371607350896,0.027664257160207248,0.07476153274149917
ZFP429,3.454223607556545,3.6188859582782875,-0.16466235072174262,0.21243561586149964
1700016L04RIK,0.10606405289604069,0.15317445301600116,-0.04711040011996047,0.4908790168452699
SKIV2L2,6.659682301756855,6.962396320382342,-0.30271401862548686,0.05252350108231091
PTH2,0.0,0.0,0.0,1.0
TRMT5,5.089260620862578,5.0640522172878075,0.025208403574770166,0.7593555673025985
PRSS58,0.0,0.0,0.0,1.0
ZFAT,2.309549601670436,2.311257988539242,-0.0017083868688057002,0.9739905848707779
ODF2L,3.42434544859884,3.818124324527139,-0.39377887592829897,0.009504220911218665
PXN,5.197655847927506,4.170401851892166,1.0272539960353404,3.869499552225111e-08
FGF13,0.2218324195969681,2.9861835573731197,-2.764351137776152,1.0565393016928806e-10
RTL8C,0.0,0.062276911950047184,-0.062276911950047184,0.2966650369240991
OLFR623,0.0,0.0,0.0,1.0
PGC,0.0,0.0,0.0,1.0
VMN2R47,0.0,0.0,0.0,1.0
ATP5C1,8.158831783268587,8.28818039391145,-0.12934861064286274,0.2631091796936728
FBXL13,0.0,0.022368147506338497,-0.022368147506338497,0.16548543174897148
GM14092,0.0,0.0,0.0,1.0
COX6B1,10.715567915778484,10.788079914293231,-0.07251199851474688,0.5128753210388532
CLN8,0.0,0.003957264432411933,-0.003957264432411933,0.2966650369240991
GM20300,1.7369491784568796,1.7708377894649032,-0.03388861100802365,0.745011128360789
C1QTNF7,0.0,0.0,0.0,1.0
CAR4,0.0,0.0,0.0,1.0
NAT1,0.09571751626610187,0.0,0.09571751626610187,0.04955884464626384
SLC10A1,0.008984965238552512,0.006330515857156288,0.002654449381396224,0.7617783132405312
8430423G03RIK,1.3707370157378378,0.5363786738119425,0.8343583419258953,5.41009831278603e-06
LRFN1,0.3717019514039868,0.4907693344153964,-0.11906738301140957,0.00967015185086299
4930556C24RIK,0.0,0.0,0.0,1.0
VMN2R102,0.0,0.0,0.0,1.0
PDE7B,0.10840725505367349,0.0,0.10840725505367349,0.012627029178680499
GM21083,0.0,0.0,0.0,1.0
DCTN1,5.235296904873691,5.375683454595128,-0.1403865497214376,0.08459079070397058
APRT,7.256704802074439,7.073770850696446,0.18293395137799262,0.2356249774873267
HAS3,0.1305328635906048,0.0893311476167857,0.04120171597381908,0.06354907267043841
LACTBL1,0.011686065124470749,0.12902677463307483,-0.11734070950860408,0.00011560424707134601
RINT1,3.664782337404887,3.7373603078434647,-0.07257797043857783,0.09387669017661956
RCHY1,5.528466939305573,5.281795060913741,0.24667187839183136,0.016462222708941394
ORM2,0.0,0.06781602775900467,-0.06781602775900467,0.1249987746817091
SHQ1,2.767424009382361,2.7731738832133397,-0.005749873830978469,0.9653484771490353
ABR,4.4751153559670644,4.179891992854976,0.29522336311208885,0.004390993492511922
F930015N05RIK,0.0,0.0,0.0,1.0
UROS,2.973643910880392,2.877625036125869,0.09601887475452298,0.24306021200805797
L1TD1,0.0,0.0,0.0,1.0
OLFR583,0.0,0.0,0.0,1.0
GM4340,0.0,0.0,0.0,1.0
PDPR,4.290028515152819,4.515860269388791,-0.22583175423597268,0.0005871732879480862
TTC16,0.03641798578324223,0.03866777477443954,-0.0022497889911973143,0.9195273651011422
GM15880,0.0,0.013724609317001573,-0.013724609317001573,0.12328083463469817
GABARAPL2,6.724370480536925,6.067257103481006,0.6571133770559197,0.001171435677753247
GM6300,0.0,0.0,0.0,1.0
BRPF3,3.396763657902005,3.911414839240188,-0.5146511813381833,0.0032046789891846646
SLC25A5,10.008923497679396,9.983089305591088,0.025834192088307617,0.8754933736605104
PSMG4,5.941916159348825,6.223310802011171,-0.28139464266234615,0.0033789500282091563
SRPK1,6.760475435139433,7.06498679858205,-0.3045113634426162,0.03766508372059716
OLFR1457,0.0,0.0,0.0,1.0
PELI3,0.045136043421081185,0.32315480474033875,-0.27801876131925757,0.0008751341953339306
SLC17A7,0.00613226874115335,0.1742226136973058,-0.16809034495615244,0.009698261564011799
BC037032,0.21266127890200512,0.1734892113305297,0.03917206757147543,0.11615392483868353
SSB,8.690212642628934,9.015122116422335,-0.32490947379340085,0.0399166967293103
SGPL1,4.411205281571362,4.54948822959318,-0.13828294802181862,0.6070810235661236
TTC41,0.8371959010294846,1.0800472839100608,-0.24285138288057617,0.0022457458150854843
GM11110,2.350393002982284,2.5070126036755838,-0.1566196006932996,0.5684969029307356
5730522E02RIK,0.0,0.0,0.0,1.0
6030440G07RIK,0.0,0.0,0.0,1.0
FBXO2,0.1995951936847855,0.0,0.1995951936847855,0.0014411943607649765
CEP170,5.4640808543535355,5.57245493866497,-0.10837408431143469,0.310383927224615
PEG13,0.009961180678857005,4.277753749661182,-4.267792568982324,9.186663426277704e-14
DHODH,4.236038765782557,4.239092769062327,-0.0030540032797699013,0.9832537005801458
IFI202B,0.0,0.0,0.0,1.0
RNASE6,0.7359620541828785,1.6901723095378571,-0.9542102553549786,2.7100223861702777e-05
GM853,0.0,0.0,0.0,1.0
SLFN14,0.0070976832720637375,0.0,0.0070976832720637375,0.22760205143917855
BSDC1,4.447738563967979,3.9445194406805895,0.5032191232873897,0.009380318991744742
NDE1,6.652805915674311,6.960562218647818,-0.3077563029735071,0.04044001459967044
KIF1C,4.3138600876385125,4.742497513431006,-0.42863742579249386,0.00022152399843321997
BUD13,4.759018843500688,5.085214904729829,-0.32619606122914124,0.018171782434742028
4930545H06RIK,0.0,0.0,0.0,1.0
AKR1C6,0.0,0.0,0.0,1.0
PRICKLE1,0.011318923796208066,0.00497377299049803,0.006345150805710036,0.4093379813775785
DUOXA1,0.006644868300491934,0.0,0.006644868300491934,0.38928314247621143
KLRD1,0.04178267759334551,2.5793000547240146,-2.537517377130669,1.886068706470019e-06
VMN2R79,0.0,0.0,0.0,1.0
NLRP4E,0.0,0.0,0.0,1.0
CST3,8.525817435082084,9.120247004411736,-0.5944295693296517,1.307290773778411e-05
GRPEL1,4.953850145425714,5.193489437284198,-0.23963929185848354,0.05755097421607335
OLFR68,0.0,0.0,0.0,1.0
H2AL1F,0.0,0.0,0.0,1.0
CLDN34C4,0.0,0.0,0.0,1.0
ZFP459,0.018714617146616142,0.025573730409019342,-0.0068591132624032,0.695588055125393
KNL1,4.387860990833647,5.096061430309641,-0.708200439475994,0.012380272379314331
MT4,0.0,0.0,0.0,1.0
GM525,5.184721806376838,0.06155219448150641,5.123169611895332,1.723125390246642e-12
LRRN4CL,0.11163309778753762,0.19156609217891898,-0.07993299439138137,0.07892701870415991
CHRDL1,0.0,0.0,0.0,1.0
GM31641,0.0,0.0,0.0,1.0
4930449I24RIK,0.0,0.0,0.0,1.0
ARHGEF37,0.002536739875432525,0.0,0.002536739875432525,0.38928314247621143
CFAP52,0.008400065830005318,0.0,0.008400065830005318,0.18805213944345908
TCTA,3.200649231106501,2.6956519176589344,0.5049973134475665,0.09554119370143911
JCAD,0.005250489478771376,4.210205603022305,-4.204955113543534,1.17647277172248e-12
STX4A,6.347818680036508,6.61444187649956,-0.2666231964630521,0.10444710812919815
ARRDC1,4.680005651605831,4.925279674722304,-0.2452740231164734,0.12813249955147402
INPP5K,5.469715421696166,5.1561254295100465,0.3135899921861194,0.04371214273434078
DCAKD,4.6837506265862086,4.921492939465618,-0.2377423128794094,0.11372979448511764
LRRIQ3,0.0,0.23224867158124812,-0.23224867158124812,6.6959517476333125e-06
CARTPT,0.07024898223361516,0.0,0.07024898223361516,0.0015610176716370405
5330411J11RIK,0.0,0.0,0.0,1.0
EIF5,8.224720254507078,8.134600799629789,0.09011945487728923,0.18748564405883314
MTA3,4.347737199389242,2.970856356940611,1.3768808424486316,3.274348688007937e-05
EHD3,0.0,0.02562582598715184,-0.02562582598715184,0.11068621026506303
KCNK7,0.010179987331644534,0.0,0.010179987331644534,0.38928314247621154
MREG,3.691721372804121,3.235467811626723,0.4562535611773981,1.571140977012371e-06
OLFR982,0.0,0.0,0.0,1.0
PSMG1,6.199628719530753,6.3460552974369495,-0.14642657790619662,0.272434395666054
GM8909,0.1698234008324303,0.0343325980425355,0.1354908027898948,0.00571672013051472
TMEM242,5.9358296297499065,6.637538691686248,-0.7017090619363415,2.1798313941638755e-06
KRT81,0.021566104063203573,0.0,0.021566104063203573,0.019475724436878894
TMEM209,5.307877356992349,5.666860167375516,-0.35898281038316693,7.1506910795446705e-06
CLDN23,0.0,0.0,0.0,1.0
OLFR16,0.0,0.0,0.0,1.0
MIR467A-5,0.0,0.0,0.0,1.0
GM867,1.489309885649962,2.4742427436565517,-0.9849328580065897,0.10533024361602737
OOG1,0.0,0.0,0.0,1.0
9530068E07RIK,6.76064772379728,6.4121103096622365,0.3485374141350439,1.5831243759377906e-07
PCDHB22,2.23406109769935,0.8011676178413667,1.4328934798579833,5.750382486602044e-06
CYP2B19,0.0,0.0,0.0,1.0
UTF1,0.0,0.0,0.0,1.0
FIBP,5.800550771545548,5.447734726672971,0.35281604487257656,4.4753419879152653e-07
4930432O09RIK,0.0,0.0,0.0,1.0
MACO1,5.136081156089078,5.227236377659971,-0.09115522157089373,0.20636945553835503
WDR59,3.327881620141413,3.337336145932089,-0.009454525790676183,0.8996535055175042
MSANTD1,0.4012316073352367,0.5155408432941596,-0.1143092359589229,0.28041496106854913
VMN1R86,0.0,0.0,0.0,1.0
ERDR1,6.247278683292677,6.2406915855740674,0.006587097718609769,0.9686186975183535
TNKS,4.314528956277536,4.242443207414712,0.0720857488628246,0.14595724867686774
STAT4,4.887787489503185,4.9390067716233625,-0.05121928212017757,0.7234844023447522
CD300A,0.03666071944394724,0.037598180656379945,-0.0009374612124327039,0.9614345072274922
OLFR659,0.0,0.0,0.0,1.0
CHCHD1,8.16118397771732,8.289367386795345,-0.12818340907802472,0.3321094781092492
OLFR1200,0.0,0.0,0.0,1.0
GM10409,0.0,0.0,0.0,1.0
MEGF11,0.0,0.0019230671821339178,-0.0019230671821339178,0.2966650369240991
WDR12,5.87108288929707,6.078720996294119,-0.20763810699704877,0.1192830821147317
CCDC73,0.002372760955127109,0.018417470558944014,-0.016044709603816903,0.05606297467202667
KRTAP19-2,0.0,0.0,0.0,1.0
RNF139,4.407224248455251,4.409310686016666,-0.002086437561414911,0.9679476037789687
QRFP,0.012154993422749552,0.09588289971834864,-0.08372790629559909,0.0023947849061439963
NCK1,4.658630030281279,4.41140281038037,0.24722721990090957,0.0004259957802269542
SPINK4,0.0,0.0,0.0,1.0
WRN,4.795044784445521,4.7031786303592495,0.0918661540862713,0.11445627127432709
TMEM221,0.1488456471311955,0.07758779240242948,0.07125785472876602,0.2720404438663474
DEFB19,0.0,0.0,0.0,1.0
AMY1,0.07919829111670838,0.1336358154379084,-0.05443752432120001,0.37703016890579266
MIR466B-6,0.0,0.0,0.0,1.0
SOWAHA,0.0,0.0,0.0,1.0
TAL2,0.07972288303191404,0.06760517079453914,0.0121177122373749,0.7890158222031028
1700109H08RIK,3.1537138213666522,3.797326944354233,-0.6436131229875808,0.001655172882509392
GCSH,6.061946681536369,6.667541995861495,-0.605595314325126,0.02521846696788657
ZC3H8,3.9844911198484154,4.597973034252792,-0.6134819144043768,0.0006003227466686144
CDAN1,3.4615705184975596,3.8160168241855326,-0.354446305687973,1.9687022798968828e-05
FGF23,0.0,0.0,0.0,1.0
TAF12,5.9025754267749795,6.170610429177188,-0.26803500240220846,0.018662323174401172
TRABD,5.876945685920667,5.54919203352938,0.3277536523912872,0.0014387426318858874
SLC9A2,0.0026277919892173005,0.04841917438456048,-0.04579138239534318,0.005533943099098568
RASSF7,2.470379638873481,2.5479367477936616,-0.07755710892018053,0.34976828080656186
OLFR620,0.0,0.0,0.0,1.0
VMN1R104,0.0,0.0,0.0,1.0
NR1I3,0.0,0.0,0.0,1.0
2410022M11RIK,1.007382617203005,0.9798954478481644,0.027487169354840524,0.8260602277208079
ZFP977,0.01685752168578296,0.02439634293646974,-0.0075388212506867815,0.7091272166237678
CLK4,5.500859851802695,5.399825048368993,0.10103480343370208,0.21273885922720565
CST10,0.0,0.0,0.0,1.0
GM20809,0.0,0.0,0.0,1.0
LOC102631757,0.0,0.027471432052038024,-0.027471432052038024,0.11041495817625994
GAL3ST2C,0.004758423129256583,0.018472359312498056,-0.013713936183241474,0.13952273484546862
SMAD2,3.8279486831911416,4.651521087853134,-0.8235724046619928,2.8524310457720422e-08
VPS4A,5.6375185834930335,5.653000760866528,-0.01548217737349411,0.6115889612320589
MYH7B,0.01466986152725585,0.0,0.01466986152725585,0.04367533316499783
MLXIPL,0.002667733629043817,0.0037458853811046674,-0.0010781517520608505,0.8154868770877115
CSPP1,4.348349308601873,4.8332543143237405,-0.4849050057218678,0.0004536058611692159
KDELR3,0.33493973538210636,0.06059156765287064,0.2743481677292357,0.0025375197704261276
MRPS36,6.59763697801009,6.654575879483767,-0.05693890147367675,0.5114144719874071
4933433F19RIK,0.0,0.0,0.0,1.0
TDPOZ2,0.0,0.0,0.0,1.0
GM14461,0.0,0.0,0.0,1.0
KRT14,0.0,0.0,0.0,1.0
TYSND1,4.313220970340907,4.520424303569944,-0.20720333322903706,0.16576042829291054
ZBTB49,2.307846899732925,2.1974043540992483,0.11044254563367684,0.25665386384531697
GM28042,0.00592563801757479,0.012021085149042708,-0.006095447131467918,0.41126980258666457
ADAMTSL5,0.0,0.0,0.0,1.0
TTI1,4.33941003647129,4.635020199179683,-0.29561016270839335,0.0026970831348460743
FAM71E1,1.1073275215583334,0.8224854110039341,0.28484211055439923,0.2111373285320396
KLHL2,3.895126895535024,3.9818009450452747,-0.08667404951025093,0.043040263499816184
MXD3,3.7850543725260963,4.852791262006912,-1.0677368894808157,0.00025211663007388557
B130034C11RIK,2.4236171468136516,2.5453652547110135,-0.1217481078973619,0.14775464803956032
4833411C07RIK,0.0,0.013749075118438684,-0.013749075118438684,0.2966650369240991
RAC1,8.041963514541033,8.261698264440573,-0.21973474989954056,0.011602843143379567
NLRP14,0.0,0.0,0.0,1.0
LRP2BP,0.008313861500689586,0.015014971860028523,-0.006701110359338937,0.5352592340498159
CYP4F39,0.048321105156003775,0.027298657830100097,0.02102244732590368,0.49406176783759137
LSM4,7.236917704685499,7.688150333207854,-0.45123262852235424,0.0032218509279684504
UGT1A7C,0.08615702848160567,0.009506103731636024,0.07665092474996965,0.003312215169355818
PRPF4,4.657265899108153,4.862206938862102,-0.20494103975394928,0.12282171293633656
VMN1R89,0.0,0.0,0.0,1.0
CDC42BPA,0.04528854672761612,0.17304940496274174,-0.12776085823512562,3.611629011519668e-05
GM813,0.0,0.0,0.0,1.0
GALNT14,5.262145041465392,3.7614072763802264,1.5007377650851659,9.41194058191749e-10
VMN2R89,0.0,0.0,0.0,1.0
TMEM139,0.0,0.0,0.0,1.0
HCK,0.06611078312607448,0.7391363809285435,-0.6730255978024691,0.006775779840900228
GAL,0.10882957675607147,0.13747511155343536,-0.028645534797363897,0.8141582480842402
GM13539,0.0,0.0,0.0,1.0
GM19705,0.25515978265169226,0.23504110344562443,0.02011867920606783,0.889062919735179
OVGP1,1.3260772283917008,1.5858957271610958,-0.259818498769395,0.08108155090932351
1700094M24RIK,0.0,0.0,0.0,1.0
CD96,0.0,0.0067371191152156866,-0.0067371191152156866,0.2966650369240991
TANK,3.936991933920238,3.756281076924634,0.18071085699560374,0.03696152064707788
USP16,5.619823384973237,5.725822775097318,-0.10599939012408122,0.03741795755429262
TPPP,0.07630614394585489,0.24295711963401428,-0.1666509756881594,0.0006109851205385328
LYSMD4,1.7337922541011963,2.1419850802446634,-0.4081928261434671,0.008273962198152183
A230077H06RIK,0.0,0.0,0.0,1.0
GM5907,0.0,0.0,0.0,1.0
ANKLE1,3.408375780499037,4.761270371985887,-1.3528945914868502,1.8392814238230574e-05
RAB3IP,3.076003956598005,3.2343599750911083,-0.15835601849310343,0.12326599639370094
D11WSU47E,3.83098322323541,3.9293682723545325,-0.09838504911912249,0.05329923505944858
4930401O12RIK,0.0,0.0,0.0,1.0
D030056L22RIK,5.065197885532383,5.35219080622902,-0.28699292069663684,0.13135788615609711
OLFR218,0.0,0.0,0.0,1.0
TRMT6,5.420667980143384,5.887795381809439,-0.4671274016660547,0.004530250999862841
2700089I24RIK,0.0,0.0,0.0,1.0
PPP6C,6.568284093342431,6.730522043269436,-0.1622379499270048,0.01130209132973295
AMY2A5,0.0,0.0,0.0,1.0
VMN2R120,0.0,0.0,0.0,1.0
CEP120,4.496095588559741,4.9655501892029035,-0.4694546006431626,0.00035217011743706405
AFAP1,2.819492706656223,2.5533898413894534,0.26610286526676985,0.3674080409976772
APOLD1,1.3636967943144755,1.6505618944182856,-0.28686510010381006,0.12007467512350448
HEPACAM,0.02612973868999789,0.0649682701782854,-0.0388385314882875,0.055284378207176764
CBLN4,0.0,0.0,0.0,1.0
RAB7,7.479094542009346,7.497563439492514,-0.018468897483168156,0.6674748517623443
GM32461,0.0807541907494764,0.0,0.0807541907494764,0.07983279636944934
4930513D17RIK,0.08574593092142264,0.041758643697274986,0.04398728722414766,0.32923395296119584
NLRC3,1.1520237315512427,3.7140148682407927,-2.5619911366895503,6.132396688863522e-09
9230105E05RIK,0.0,0.0,0.0,1.0
